Id,ActivityDate,TotalSteps,TotalDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,DayOfTheWeek
2347167796,13/4/2016,10352,7.01,2,2,3,0,19,32,195,676,2038,Wednesday
6775888955,13/4/2016,4053,2.91,1,1,1,0,17,18,85,1053,2400,Wednesday
8053475328,13/4/2016,16433,13.35,10,0,2,0,95,12,156,1177,3140,Wednesday
1624580081,13/4/2016,7007,4.55,0,0,5,0,0,0,148,1292,1411,Wednesday
1844505072,13/4/2016,4929,3.26,0,0,3,0,0,0,248,1192,1860,Wednesday
1927972279,13/4/2016,356,0.25,0,0,0,0,0,0,32,986,2151,Wednesday
2026352035,13/4/2016,4993,3.10,0,0,3,0,0,0,238,663,1521,Wednesday
2320127002,13/4/2016,7275,4.90,0,0,5,0,0,0,335,1105,2003,Wednesday
3977333714,13/4/2016,10035,6.71,2,2,3,0,31,46,153,754,1495,Wednesday
4020332650,13/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1981,Wednesday
4445114986,13/4/2016,2961,1.99,0,0,2,0,0,0,194,840,2095,Wednesday
4702921684,13/4/2016,6877,5.58,0,0,6,0,0,0,258,777,2898,Wednesday
5553957443,13/4/2016,4832,3.16,0,0,3,0,0,0,226,647,1718,Wednesday
6117666160,13/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1496,Wednesday
8792009665,13/4/2016,1320,0.84,0,0,1,0,0,0,82,806,1934,Wednesday
5577150313,13/4/2016,5077,3.79,0,0,3,0,15,11,144,776,2551,Wednesday
4558609924,13/4/2016,4978,3.29,1,0,2,0,19,7,127,1287,1722,Wednesday
6962181067,13/4/2016,5652,3.74,1,1,2,0,8,24,142,548,1718,Wednesday
8583815059,13/4/2016,5571,4.35,0,1,3,0,2,23,163,1252,2654,Wednesday
2873212765,13/4/2016,7618,5.12,0,0,5,0,0,8,404,1028,2004,Wednesday
1503960366,13/4/2016,10735,6.97,2,1,5,0,21,19,217,776,1797,Wednesday
8253242879,13/4/2016,8053,6.10,4,1,1,0,35,11,96,1298,1935,Wednesday
7007744171,13/4/2016,12862,9.65,5,1,4,0,56,22,261,1101,2742,Wednesday
8378563200,14/4/2016,13318,10.56,6,1,4,0,123,21,174,699,4163,Thursday
7086361926,14/4/2016,9123,6.12,2,0,4,0,35,32,189,787,2734,Thursday
8877689391,14/4/2016,21129,18.98,11,1,8,0,68,13,298,1061,3793,Thursday
8053475328,14/4/2016,20159,15.97,12,0,3,0,119,5,193,1123,3411,Thursday
4020332650,14/4/2016,108,0.08,0,0,0,0,0,0,3,1437,2011,Thursday
2026352035,14/4/2016,3335,2.07,0,0,2,0,0,0,197,653,1431,Thursday
8583815059,14/4/2016,3135,2.45,0,0,2,0,0,0,134,1306,2443,Thursday
1844505072,14/4/2016,7937,5.25,0,0,5,0,0,0,373,843,2130,Thursday
1644430081,14/4/2016,11037,8.02,0,3,5,0,5,58,252,1125,3226,Thursday
4388161847,14/4/2016,8863,6.82,0,1,6,0,10,35,219,945,2998,Thursday
1624580081,14/4/2016,9107,5.92,0,0,6,0,0,0,236,1204,1572,Thursday
6290855005,14/4/2016,7671,5.80,0,0,6,0,0,0,363,1077,2952,Thursday
5577150313,14/4/2016,8596,6.42,3,0,3,0,118,30,176,662,4022,Thursday
3977333714,14/4/2016,7641,5.11,0,1,4,0,5,23,214,801,1433,Thursday
3372868164,14/4/2016,8844,6.03,0,1,5,0,6,25,370,1039,2065,Thursday
8253242879,14/4/2016,5234,3.46,2,1,1,0,29,16,33,1362,1705,Thursday
4319703577,14/4/2016,10210,6.88,0,0,6,0,1,9,339,589,2302,Thursday
2320127002,14/4/2016,3973,2.68,0,0,3,0,0,0,191,1249,1696,Thursday
2873212765,14/4/2016,7910,5.32,0,0,5,0,0,0,331,1109,1893,Thursday
4057192912,14/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1776,Thursday
4445114986,14/4/2016,3974,2.67,0,0,3,0,0,0,231,717,2194,Thursday
4558609924,14/4/2016,6799,4.49,0,0,4,0,0,0,279,1161,1922,Thursday
4702921684,14/4/2016,7860,6.37,0,0,6,0,0,0,271,772,2984,Thursday
6117666160,14/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1496,Thursday
6775888955,14/4/2016,5162,3.70,1,1,2,0,14,24,105,863,2507,Thursday
6962181067,14/4/2016,1551,1.03,0,0,1,0,0,0,86,862,1466,Thursday
8792009665,14/4/2016,1219,0.78,0,0,1,0,0,0,84,853,1963,Thursday
1927972279,14/4/2016,2163,1.50,0,0,1,0,0,9,88,1292,2383,Thursday
5553957443,14/4/2016,17022,11.12,4,2,5,0,61,41,256,693,2324,Thursday
2347167796,14/4/2016,10129,6.70,0,3,4,0,1,48,206,705,2010,Thursday
2022484408,14/4/2016,10690,7.50,2,0,5,0,32,3,257,1148,2312,Thursday
1503960366,14/4/2016,10460,6.74,2,0,4,0,30,11,181,1218,1776,Thursday
7007744171,14/4/2016,11179,8.24,3,0,5,0,34,6,304,1096,2668,Thursday
8583815059,15/4/2016,3430,2.68,0,0,1,0,0,0,65,1375,2505,Friday
1503960366,15/4/2016,9762,6.28,2,1,3,0,29,34,209,726,1745,Friday
8877689391,15/4/2016,13422,7.17,0,0,7,0,106,1,281,1052,3934,Friday
4057192912,15/4/2016,3984,2.95,0,0,2,0,3,6,88,873,1527,Friday
4020332650,15/4/2016,1882,1.35,0,0,1,0,36,18,87,1299,2951,Friday
1624580081,15/4/2016,1510,0.98,0,0,1,0,0,0,96,1344,1344,Friday
8253242879,15/4/2016,2672,1.77,0,0,2,0,0,0,105,1335,1632,Friday
6117666160,15/4/2016,14019,10.59,0,0,10,0,0,6,513,921,2865,Friday
1644430081,15/4/2016,5263,3.83,0,0,3,0,3,4,170,1263,2750,Friday
5553957443,15/4/2016,16556,10.86,4,2,5,0,58,38,239,689,2254,Friday
8378563200,15/4/2016,14461,11.47,5,1,5,0,60,23,190,729,3666,Friday
2347167796,15/4/2016,10465,6.92,0,1,5,0,1,24,284,720,2133,Friday
4702921684,15/4/2016,6506,5.28,0,0,5,0,1,8,256,944,2896,Friday
1844505072,15/4/2016,3844,2.54,0,0,3,0,0,0,176,527,1725,Friday
1927972279,15/4/2016,980,0.68,0,0,1,0,0,0,51,941,2221,Friday
2026352035,15/4/2016,3821,2.37,0,0,2,0,0,0,188,687,1444,Friday
2320127002,15/4/2016,5205,3.51,0,0,4,0,0,0,245,1195,1801,Friday
3977333714,15/4/2016,9010,6.06,1,2,3,0,15,42,183,644,1468,Friday
4319703577,15/4/2016,5664,3.80,0,0,4,0,0,0,228,752,1985,Friday
4388161847,15/4/2016,8758,6.73,0,0,7,0,0,0,299,837,3066,Friday
4445114986,15/4/2016,7198,4.83,0,0,5,0,0,0,350,711,2496,Friday
6775888955,15/4/2016,1282,0.92,0,0,1,0,0,0,58,976,2127,Friday
6962181067,15/4/2016,5563,3.68,0,0,4,0,0,0,217,837,1756,Friday
7007744171,15/4/2016,5273,3.53,0,0,4,0,0,0,202,1238,2098,Friday
8792009665,15/4/2016,2483,1.59,0,0,2,0,0,0,126,937,2009,Friday
3372868164,15/4/2016,7451,5.08,0,0,5,0,0,0,335,1105,1908,Friday
5577150313,15/4/2016,12087,9.08,4,2,4,0,115,54,199,695,4005,Friday
2873212765,15/4/2016,8482,5.70,0,0,6,0,0,0,448,992,2063,Friday
6290855005,15/4/2016,9501,7.18,0,0,7,0,0,0,328,1112,2896,Friday
8053475328,15/4/2016,20669,16.24,13,0,3,0,132,8,158,1142,3410,Friday
2022484408,15/4/2016,11034,8.03,2,0,6,0,27,9,282,1122,2525,Friday
7086361926,15/4/2016,8585,5.67,2,1,3,0,30,21,139,864,2395,Friday
4558609924,15/4/2016,7795,5.15,1,1,4,0,17,30,262,1131,2121,Friday
8583815059,16/4/2016,5319,4.15,0,0,0,0,0,0,0,1440,2693,Saturday
8877689391,16/4/2016,29326,25.29,13,1,11,0,94,29,429,888,4547,Saturday
1644430081,16/4/2016,15300,11.12,4,2,5,0,51,42,212,1135,3493,Saturday
4558609924,16/4/2016,7289,4.82,1,1,4,0,8,12,308,1112,1997,Saturday
8378563200,16/4/2016,11207,8.89,5,1,2,0,64,21,142,563,3363,Saturday
4020332650,16/4/2016,1982,1.42,0,0,1,0,65,21,55,1222,3051,Saturday
2320127002,16/4/2016,5057,3.41,0,0,3,0,0,0,195,1245,1724,Saturday
5577150313,16/4/2016,14269,10.66,7,1,3,0,184,56,158,472,4274,Saturday
6962181067,16/4/2016,13217,8.74,4,0,5,0,50,3,280,741,2173,Saturday
6117666160,16/4/2016,14450,10.91,1,1,9,0,7,15,518,502,2828,Saturday
6290855005,16/4/2016,8301,6.28,0,0,6,0,0,0,258,1182,2783,Saturday
3372868164,16/4/2016,6905,4.73,0,0,5,0,0,0,356,1084,1908,Saturday
2873212765,16/4/2016,9685,6.65,3,0,4,0,47,1,305,1087,2148,Saturday
4388161847,16/4/2016,6580,5.06,0,0,4,0,6,9,253,609,3073,Saturday
6775888955,16/4/2016,4732,3.39,3,1,0,0,36,18,9,1377,2225,Saturday
2347167796,16/4/2016,22244,15.08,5,4,6,0,66,72,268,968,2670,Saturday
1624580081,16/4/2016,5370,3.49,0,0,3,0,0,0,176,1264,1463,Saturday
1844505072,16/4/2016,3414,2.26,0,0,2,0,0,0,147,1293,1657,Saturday
1927972279,16/4/2016,0,0.00,0,0,0,0,0,0,0,1440,2064,Saturday
2026352035,16/4/2016,2547,1.58,0,0,2,0,0,0,150,728,1373,Saturday
3977333714,16/4/2016,13459,9.00,2,4,3,0,31,83,153,663,1625,Saturday
4319703577,16/4/2016,4744,3.18,0,0,3,0,0,0,194,724,1884,Saturday
4445114986,16/4/2016,3945,2.65,0,0,3,0,0,0,225,716,2180,Saturday
5553957443,16/4/2016,5771,3.77,0,0,4,0,0,0,288,521,1831,Saturday
7007744171,16/4/2016,4631,3.10,0,0,3,0,0,0,203,1155,2076,Saturday
7086361926,16/4/2016,31,0.01,0,0,0,0,0,0,3,1437,1635,Saturday
8792009665,16/4/2016,244,0.16,0,0,0,0,0,0,12,1428,1721,Saturday
2022484408,16/4/2016,10100,7.09,3,1,3,0,41,11,151,1237,2177,Saturday
1503960366,16/4/2016,12669,8.16,3,0,5,0,36,10,221,773,1863,Saturday
4702921684,16/4/2016,11140,9.03,0,1,8,0,3,24,335,556,3328,Saturday
8053475328,16/4/2016,14549,11.11,9,0,1,0,96,6,83,1255,2867,Saturday
8253242879,16/4/2016,9256,6.14,0,3,2,0,6,51,115,1268,1880,Saturday
8583815059,17/4/2016,3008,2.35,0,0,0,0,0,0,0,1440,2439,Sunday
5577150313,17/4/2016,12231,9.14,6,1,2,0,200,37,159,525,4552,Sunday
6290855005,17/4/2016,7851,5.94,1,1,4,0,31,12,225,1172,3171,Sunday
2873212765,17/4/2016,2524,1.70,0,0,1,0,0,8,160,1272,1529,Sunday
1624580081,17/4/2016,6175,4.06,1,2,1,0,15,22,127,1276,1554,Sunday
6962181067,17/4/2016,10145,6.71,0,1,6,0,5,13,295,634,2027,Sunday
8877689391,17/4/2016,15118,8.87,0,0,9,0,58,15,307,1060,3545,Sunday
8053475328,17/4/2016,18827,13.69,9,1,4,0,111,21,195,1113,3213,Sunday
1844505072,17/4/2016,4525,2.99,0,0,3,0,2,8,199,1231,1793,Sunday
8253242879,17/4/2016,10204,7.91,5,0,2,0,41,5,157,1237,2112,Sunday
4558609924,17/4/2016,9634,6.40,1,1,5,0,7,19,304,1110,2117,Sunday
3372868164,17/4/2016,8199,5.88,1,0,4,0,11,2,322,1105,1964,Sunday
1503960366,17/4/2016,9705,6.48,3,1,3,0,38,20,164,539,1728,Sunday
1927972279,17/4/2016,0,0.00,0,0,0,0,0,0,0,1440,2063,Sunday
2026352035,17/4/2016,838,0.52,0,0,1,0,0,0,60,1053,1214,Sunday
2320127002,17/4/2016,6198,4.18,0,0,4,0,0,0,249,1191,1852,Sunday
4020332650,17/4/2016,16,0.01,0,0,0,0,0,0,2,1438,1990,Sunday
4319703577,17/4/2016,29,0.02,0,0,0,0,0,0,3,1363,1464,Sunday
4388161847,17/4/2016,4660,3.58,0,0,4,0,0,0,201,721,2572,Sunday
4445114986,17/4/2016,2268,1.52,0,0,2,0,0,0,114,1219,1933,Sunday
5553957443,17/4/2016,655,0.43,0,0,0,0,0,0,46,943,1397,Sunday
6117666160,17/4/2016,7150,5.40,0,0,5,0,0,0,312,702,2225,Sunday
7007744171,17/4/2016,8059,5.39,0,0,5,0,0,0,305,1135,2383,Sunday
7086361926,17/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1629,Sunday
8378563200,17/4/2016,2132,1.69,0,0,2,0,0,0,93,599,2572,Sunday
8792009665,17/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1688,Sunday
6775888955,17/4/2016,2497,1.79,0,1,0,0,5,24,19,1392,2067,Sunday
1644430081,17/4/2016,8757,6.37,2,1,4,0,29,13,186,1212,3011,Sunday
2347167796,17/4/2016,5472,3.62,0,0,3,0,1,7,249,508,1882,Sunday
3977333714,17/4/2016,10415,6.97,1,2,4,0,11,58,205,600,1529,Sunday
4702921684,17/4/2016,12692,10.29,1,3,6,0,12,66,302,437,3394,Sunday
2022484408,17/4/2016,15112,11.40,4,1,7,0,28,29,331,1052,2782,Sunday
8378563200,18/4/2016,13630,10.81,5,1,5,0,117,10,174,720,4157,Monday
8583815059,18/4/2016,3864,3.01,0,1,1,0,4,22,105,1309,2536,Monday
4319703577,18/4/2016,2276,1.55,0,0,1,0,1,9,58,824,1632,Monday
2320127002,18/4/2016,6559,4.42,0,0,4,0,0,7,260,1173,1905,Monday
6117666160,18/4/2016,5153,3.91,0,0,4,0,0,0,241,759,2018,Monday
8877689391,18/4/2016,11423,8.67,2,0,6,0,29,5,191,1215,2761,Monday
8253242879,18/4/2016,5151,3.48,1,1,2,0,16,16,130,1278,1829,Monday
7086361926,18/4/2016,9827,6.71,3,1,2,0,61,51,114,1136,2743,Monday
3372868164,18/4/2016,6798,4.64,1,0,3,0,20,7,343,1070,2014,Monday
1624580081,18/4/2016,10536,7.41,2,1,5,0,17,7,202,1214,1604,Monday
2347167796,18/4/2016,8247,5.45,1,1,4,0,11,16,206,678,1944,Monday
6775888955,18/4/2016,8294,5.95,2,1,3,0,30,31,146,1233,2798,Monday
2022484408,18/4/2016,14131,10.07,4,0,6,0,48,3,311,1078,2770,Monday
4388161847,18/4/2016,11009,9.10,4,0,5,0,27,8,239,1017,3274,Monday
3977333714,18/4/2016,11663,7.80,0,4,4,0,4,95,214,605,1584,Monday
1844505072,18/4/2016,4597,3.04,0,0,3,0,0,12,217,1211,1814,Monday
8053475328,18/4/2016,17076,12.66,9,0,3,0,102,6,195,1137,3133,Monday
1927972279,18/4/2016,244,0.17,0,0,0,0,0,0,17,1423,2111,Monday
2026352035,18/4/2016,3325,2.06,0,0,2,0,0,0,182,1062,1419,Monday
4020332650,18/4/2016,62,0.04,0,0,0,0,0,0,2,1438,1995,Monday
5553957443,18/4/2016,3727,2.43,0,0,2,0,0,0,206,622,1683,Monday
8792009665,18/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1688,Monday
1644430081,18/4/2016,7132,5.19,1,2,2,0,15,33,121,1271,2806,Monday
6290855005,18/4/2016,6885,5.21,0,0,5,0,0,0,271,1169,2766,Monday
2873212765,18/4/2016,7762,5.24,0,0,5,0,1,6,311,1122,1890,Monday
4702921684,18/4/2016,9105,7.38,2,1,4,0,22,30,191,890,3013,Monday
4558609924,18/4/2016,8940,5.91,1,1,4,0,14,15,331,1080,2116,Monday
4445114986,18/4/2016,6155,4.24,2,0,2,0,25,6,162,1247,2248,Monday
6962181067,18/4/2016,11404,7.54,1,2,4,0,13,42,238,689,2039,Monday
1503960366,18/4/2016,13019,8.59,3,1,5,0,42,16,233,1149,1921,Monday
5577150313,18/4/2016,9893,7.39,5,1,2,0,114,32,130,623,3625,Monday
7007744171,18/4/2016,14816,10.98,4,2,5,0,48,31,284,1077,2832,Monday
8378563200,19/4/2016,13070,10.36,5,1,4,0,120,19,154,737,4092,Tuesday
3977333714,19/4/2016,12414,8.78,2,2,4,0,19,67,221,738,1638,Tuesday
8877689391,19/4/2016,18785,17.40,12,0,5,0,82,13,214,1131,3676,Tuesday
7086361926,19/4/2016,10688,7.29,4,1,3,0,67,69,124,671,2944,Tuesday
2873212765,19/4/2016,7948,5.37,0,0,5,0,0,0,389,1051,1956,Tuesday
3372868164,19/4/2016,7711,5.26,0,0,5,0,0,0,376,1064,1985,Tuesday
6290855005,19/4/2016,7142,5.40,0,0,5,0,0,0,321,1119,2839,Tuesday
5577150313,19/4/2016,12574,9.42,7,1,2,0,108,23,111,733,3501,Tuesday
1624580081,19/4/2016,2916,1.90,0,0,2,0,0,0,141,1299,1435,Tuesday
1844505072,19/4/2016,197,0.13,0,0,0,0,0,0,10,1430,1366,Tuesday
1927972279,19/4/2016,0,0.00,0,0,0,0,0,0,0,1440,2063,Tuesday
2026352035,19/4/2016,2424,1.50,0,0,2,0,0,0,141,785,1356,Tuesday
2347167796,19/4/2016,6711,4.44,0,0,4,0,0,7,382,648,2346,Tuesday
4020332650,19/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1980,Tuesday
4319703577,19/4/2016,8925,5.99,0,0,6,0,0,0,311,604,2200,Tuesday
4445114986,19/4/2016,2064,1.39,0,0,1,0,0,0,121,895,1954,Tuesday
4702921684,19/4/2016,6708,5.44,1,0,4,0,10,8,179,757,2812,Tuesday
6117666160,19/4/2016,11135,8.41,0,0,8,0,0,0,480,425,2606,Tuesday
6775888955,19/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1841,Tuesday
6962181067,19/4/2016,10742,7.10,2,2,3,0,35,41,195,659,2046,Tuesday
8253242879,19/4/2016,4212,2.78,0,0,3,0,0,0,164,1276,1763,Tuesday
8792009665,19/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1688,Tuesday
4388161847,19/4/2016,10181,7.83,1,1,6,0,20,16,249,704,3015,Tuesday
2320127002,19/4/2016,5997,4.04,0,0,4,0,0,11,228,1201,1811,Tuesday
1503960366,19/4/2016,15506,9.88,4,1,5,0,50,31,264,775,2035,Tuesday
4558609924,19/4/2016,5401,3.57,0,0,3,0,1,9,248,1182,1876,Tuesday
2022484408,19/4/2016,11548,8.53,3,0,5,0,31,7,250,1152,2489,Tuesday
8053475328,19/4/2016,15929,12.48,9,0,3,0,90,7,191,1152,3114,Tuesday
1644430081,19/4/2016,11256,8.18,0,3,5,0,5,58,278,1099,3300,Tuesday
8583815059,19/4/2016,5697,4.44,1,0,3,0,7,10,166,1257,2668,Tuesday
5553957443,19/4/2016,15482,10.11,4,2,4,0,69,28,249,756,2284,Tuesday
7007744171,19/4/2016,14194,10.48,4,1,5,0,53,17,304,1066,2812,Tuesday
8378563200,20/4/2016,9388,7.44,2,0,5,0,82,8,169,763,3787,Wednesday
8877689391,20/4/2016,19948,18.11,11,1,6,0,73,19,225,1123,3679,Wednesday
4319703577,20/4/2016,8954,6.01,0,1,5,0,0,18,306,671,2220,Wednesday
2320127002,20/4/2016,7192,4.85,0,0,4,0,0,11,283,1146,1922,Wednesday
7086361926,20/4/2016,14365,10.64,8,0,3,0,87,13,145,797,2997,Wednesday
4702921684,20/4/2016,8793,7.13,0,1,6,0,2,29,260,717,3061,Wednesday
4388161847,20/4/2016,10553,8.12,1,2,5,0,19,42,228,696,3083,Wednesday
2873212765,20/4/2016,9202,6.30,2,0,5,0,22,5,378,1035,2094,Wednesday
8583815059,20/4/2016,5273,4.11,0,1,3,0,0,27,167,1246,2647,Wednesday
2022484408,20/4/2016,15112,10.67,3,2,5,0,48,63,276,1053,2897,Wednesday
8253242879,20/4/2016,6466,4.27,0,1,3,0,5,18,216,1201,1931,Wednesday
3977333714,20/4/2016,11658,7.83,0,4,3,0,2,98,164,845,1554,Wednesday
1503960366,20/4/2016,10544,6.68,2,0,4,0,28,12,205,818,1786,Wednesday
1624580081,20/4/2016,4974,3.23,0,0,3,0,0,0,151,1289,1446,Wednesday
1844505072,20/4/2016,8,0.01,0,0,0,0,0,0,1,1439,1349,Wednesday
1927972279,20/4/2016,0,0.00,0,0,0,0,0,0,0,1440,2063,Wednesday
2026352035,20/4/2016,7222,4.48,0,0,4,0,0,0,327,623,1667,Wednesday
4020332650,20/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1980,Wednesday
4445114986,20/4/2016,2072,1.39,0,0,1,0,0,0,137,841,1974,Wednesday
4558609924,20/4/2016,4803,3.17,0,0,3,0,0,0,222,1218,1788,Wednesday
5553957443,20/4/2016,2713,1.77,0,0,2,0,0,0,148,598,1570,Wednesday
1644430081,20/4/2016,2436,1.77,0,0,2,0,0,0,125,1315,2430,Wednesday
5577150313,20/4/2016,8330,6.22,4,0,2,0,87,16,113,773,3192,Wednesday
3372868164,20/4/2016,4880,3.33,1,0,2,0,15,3,274,1148,1867,Wednesday
2347167796,20/4/2016,10999,7.27,1,2,5,0,11,43,269,1011,2198,Wednesday
6290855005,20/4/2016,6361,4.81,0,0,5,0,0,0,258,1182,2701,Wednesday
8053475328,20/4/2016,15108,12.19,10,0,2,0,89,5,158,695,3043,Wednesday
6117666160,20/4/2016,10449,8.02,2,0,6,0,26,10,349,587,2536,Wednesday
8792009665,20/4/2016,3147,2.01,0,0,2,0,0,10,139,744,2188,Wednesday
6962181067,20/4/2016,13928,9.55,4,0,5,0,48,4,297,639,2174,Wednesday
6775888955,20/4/2016,10771,7.72,4,2,2,0,70,113,178,1079,3727,Wednesday
7007744171,20/4/2016,15566,11.31,5,1,6,0,60,33,347,1000,3096,Wednesday
8378563200,21/4/2016,15148,12.01,7,1,4,0,137,16,145,677,4236,Thursday
6117666160,21/4/2016,19542,15.01,1,0,6,0,11,19,294,579,4900,Thursday
4319703577,21/4/2016,3702,2.48,0,0,0,0,0,0,34,1265,1792,Thursday
8877689391,21/4/2016,19377,17.62,12,0,5,0,82,13,226,1119,3659,Thursday
3977333714,21/4/2016,6093,4.08,0,0,4,0,0,0,242,712,1397,Thursday
4445114986,21/4/2016,3809,2.56,0,0,3,0,0,0,215,756,2150,Thursday
3372868164,21/4/2016,8857,6.07,1,0,5,0,18,9,376,1037,2124,Thursday
8053475328,21/4/2016,16057,12.51,10,0,3,0,100,6,170,1164,3103,Thursday
7086361926,21/4/2016,9469,6.18,1,0,5,0,19,6,206,758,2463,Thursday
1844505072,21/4/2016,8054,5.32,0,1,5,0,2,13,308,1117,2062,Thursday
8253242879,21/4/2016,11268,8.56,6,1,2,0,49,20,172,1199,2218,Thursday
2873212765,21/4/2016,8859,5.98,0,0,5,0,2,10,371,1057,1970,Thursday
4702921684,21/4/2016,6530,5.30,0,2,3,0,4,41,144,901,2729,Thursday
5577150313,21/4/2016,10830,8.09,4,2,3,0,110,74,175,670,4018,Thursday
2320127002,21/4/2016,3404,2.29,0,0,2,0,1,10,127,1302,1610,Thursday
1503960366,21/4/2016,9819,6.34,1,0,5,0,19,8,211,838,1775,Thursday
1927972279,21/4/2016,0,0.00,0,0,0,0,0,0,0,1440,2064,Thursday
2026352035,21/4/2016,2467,1.53,0,0,2,0,0,0,153,749,1370,Thursday
4020332650,21/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1980,Thursday
6290855005,21/4/2016,0,0.00,0,0,0,0,0,0,0,1440,2060,Thursday
6775888955,21/4/2016,0,0.00,0,0,0,0,0,0,0,1440,1841,Thursday
8792009665,21/4/2016,144,0.09,0,0,0,0,0,0,9,1431,1720,Thursday
