Id,Calories,Date,24hTime,DayOfTheWeek
1503960366,54,15/3/2016,2:00,Tuesday
1503960366,48,15/3/2016,3:00,Tuesday
1503960366,49,15/3/2016,4:00,Tuesday
1503960366,48,15/3/2016,5:00,Tuesday
1503960366,49,15/3/2016,6:00,Tuesday
1503960366,49,15/3/2016,7:00,Tuesday
1503960366,91,15/3/2016,8:00,Tuesday
1503960366,148,15/3/2016,9:00,Tuesday
1503960366,92,15/3/2016,10:00,Tuesday
1503960366,104,15/3/2016,11:00,Tuesday
1503960366,142,15/3/2016,12:00,Tuesday
1503960366,77,15/3/2016,13:00,Tuesday
1503960366,107,15/3/2016,14:00,Tuesday
1503960366,77,15/3/2016,15:00,Tuesday
1503960366,96,15/3/2016,16:00,Tuesday
1503960366,90,15/3/2016,17:00,Tuesday
1503960366,82,15/3/2016,18:00,Tuesday
1503960366,75,15/3/2016,19:00,Tuesday
1503960366,207,15/3/2016,20:00,Tuesday
1503960366,131,15/3/2016,21:00,Tuesday
1503960366,108,15/3/2016,22:00,Tuesday
1503960366,76,15/3/2016,23:00,Tuesday
1503960366,48,16/3/2016,0:00,Wednesday
1503960366,48,16/3/2016,1:00,Wednesday
1503960366,50,16/3/2016,2:00,Wednesday
1503960366,48,16/3/2016,3:00,Wednesday
1503960366,48,16/3/2016,4:00,Wednesday
1503960366,49,16/3/2016,5:00,Wednesday
1503960366,48,16/3/2016,6:00,Wednesday
1503960366,56,16/3/2016,7:00,Wednesday
1503960366,91,16/3/2016,8:00,Wednesday
1503960366,125,16/3/2016,9:00,Wednesday
1503960366,73,16/3/2016,10:00,Wednesday
1503960366,105,16/3/2016,11:00,Wednesday
1503960366,124,16/3/2016,12:00,Wednesday
1503960366,79,16/3/2016,13:00,Wednesday
1503960366,61,16/3/2016,14:00,Wednesday
1503960366,86,16/3/2016,15:00,Wednesday
1503960366,103,16/3/2016,16:00,Wednesday
1503960366,122,16/3/2016,17:00,Wednesday
1503960366,166,16/3/2016,18:00,Wednesday
1503960366,59,16/3/2016,19:00,Wednesday
1503960366,72,16/3/2016,20:00,Wednesday
1503960366,146,16/3/2016,21:00,Wednesday
1503960366,78,16/3/2016,22:00,Wednesday
1503960366,82,16/3/2016,23:00,Wednesday
1503960366,70,17/3/2016,0:00,Thursday
1503960366,50,17/3/2016,1:00,Thursday
1503960366,49,17/3/2016,2:00,Thursday
1503960366,48,17/3/2016,3:00,Thursday
1503960366,48,17/3/2016,4:00,Thursday
1503960366,48,17/3/2016,5:00,Thursday
1503960366,49,17/3/2016,6:00,Thursday
1503960366,50,17/3/2016,7:00,Thursday
1503960366,67,17/3/2016,8:00,Thursday
1503960366,125,17/3/2016,9:00,Thursday
1503960366,69,17/3/2016,10:00,Thursday
1503960366,148,17/3/2016,11:00,Thursday
1503960366,70,17/3/2016,12:00,Thursday
1503960366,113,17/3/2016,13:00,Thursday
1503960366,119,17/3/2016,14:00,Thursday
1503960366,86,17/3/2016,15:00,Thursday
1503960366,94,17/3/2016,16:00,Thursday
1503960366,66,17/3/2016,17:00,Thursday
1503960366,76,17/3/2016,18:00,Thursday
1503960366,158,17/3/2016,19:00,Thursday
1503960366,75,17/3/2016,20:00,Thursday
1503960366,146,17/3/2016,21:00,Thursday
1503960366,97,17/3/2016,22:00,Thursday
1503960366,118,17/3/2016,23:00,Thursday
1503960366,76,18/3/2016,0:00,Friday
1503960366,58,18/3/2016,1:00,Friday
1503960366,48,18/3/2016,2:00,Friday
1503960366,48,18/3/2016,3:00,Friday
1503960366,48,18/3/2016,4:00,Friday
1503960366,49,18/3/2016,5:00,Friday
1503960366,51,18/3/2016,6:00,Friday
1503960366,49,18/3/2016,7:00,Friday
1503960366,67,18/3/2016,8:00,Friday
1503960366,147,18/3/2016,9:00,Friday
1503960366,73,18/3/2016,10:00,Friday
1503960366,72,18/3/2016,11:00,Friday
1503960366,64,18/3/2016,12:00,Friday
1503960366,68,18/3/2016,13:00,Friday
1503960366,207,18/3/2016,14:00,Friday
1503960366,101,18/3/2016,15:00,Friday
1503960366,76,18/3/2016,16:00,Friday
1503960366,59,18/3/2016,17:00,Friday
1503960366,82,18/3/2016,18:00,Friday
1503960366,238,18/3/2016,19:00,Friday
1503960366,121,18/3/2016,20:00,Friday
1503960366,72,18/3/2016,21:00,Friday
1503960366,54,18/3/2016,22:00,Friday
1503960366,74,18/3/2016,23:00,Friday
1503960366,57,19/3/2016,0:00,Saturday
1503960366,48,19/3/2016,1:00,Saturday
1503960366,48,19/3/2016,2:00,Saturday
1503960366,49,19/3/2016,3:00,Saturday
1503960366,48,19/3/2016,4:00,Saturday
1503960366,48,19/3/2016,5:00,Saturday
1503960366,49,19/3/2016,6:00,Saturday
1503960366,52,19/3/2016,7:00,Saturday
1503960366,92,19/3/2016,8:00,Saturday
1503960366,216,19/3/2016,9:00,Saturday
1503960366,148,19/3/2016,10:00,Saturday
1503960366,130,19/3/2016,11:00,Saturday
1503960366,109,19/3/2016,12:00,Saturday
1503960366,74,19/3/2016,13:00,Saturday
1503960366,71,19/3/2016,14:00,Saturday
1503960366,61,19/3/2016,15:00,Saturday
1503960366,63,19/3/2016,16:00,Saturday
1503960366,69,19/3/2016,17:00,Saturday
1503960366,58,19/3/2016,18:00,Saturday
1503960366,92,19/3/2016,19:00,Saturday
1503960366,86,19/3/2016,20:00,Saturday
1503960366,58,19/3/2016,21:00,Saturday
1503960366,97,19/3/2016,22:00,Saturday
1503960366,234,19/3/2016,23:00,Saturday
1503960366,64,20/3/2016,0:00,Sunday
1503960366,49,20/3/2016,1:00,Sunday
1503960366,48,20/3/2016,2:00,Sunday
1503960366,48,20/3/2016,3:00,Sunday
1503960366,48,20/3/2016,4:00,Sunday
1503960366,48,20/3/2016,5:00,Sunday
1503960366,48,20/3/2016,6:00,Sunday
1503960366,48,20/3/2016,7:00,Sunday
1503960366,48,20/3/2016,8:00,Sunday
1503960366,119,20/3/2016,9:00,Sunday
1503960366,294,20/3/2016,10:00,Sunday
1503960366,121,20/3/2016,11:00,Sunday
1503960366,82,20/3/2016,12:00,Sunday
1503960366,80,20/3/2016,13:00,Sunday
1503960366,96,20/3/2016,14:00,Sunday
1503960366,109,20/3/2016,15:00,Sunday
1503960366,116,20/3/2016,16:00,Sunday
1503960366,142,20/3/2016,17:00,Sunday
1503960366,104,20/3/2016,18:00,Sunday
1503960366,109,20/3/2016,19:00,Sunday
1503960366,76,20/3/2016,20:00,Sunday
1503960366,55,20/3/2016,21:00,Sunday
1503960366,57,20/3/2016,22:00,Sunday
1503960366,87,20/3/2016,23:00,Sunday
1503960366,58,21/3/2016,0:00,Monday
1503960366,48,21/3/2016,1:00,Monday
1503960366,48,21/3/2016,2:00,Monday
1503960366,50,21/3/2016,3:00,Monday
1503960366,48,21/3/2016,4:00,Monday
1503960366,48,21/3/2016,5:00,Monday
1503960366,48,21/3/2016,6:00,Monday
1503960366,56,21/3/2016,7:00,Monday
1503960366,116,21/3/2016,8:00,Monday
1503960366,104,21/3/2016,9:00,Monday
1503960366,79,21/3/2016,10:00,Monday
1503960366,82,21/3/2016,11:00,Monday
1503960366,142,21/3/2016,12:00,Monday
1503960366,67,21/3/2016,13:00,Monday
1503960366,79,21/3/2016,14:00,Monday
1503960366,83,21/3/2016,15:00,Monday
1503960366,83,21/3/2016,16:00,Monday
1503960366,99,21/3/2016,17:00,Monday
1503960366,132,21/3/2016,18:00,Monday
1503960366,79,21/3/2016,19:00,Monday
1503960366,67,21/3/2016,20:00,Monday
1503960366,70,21/3/2016,21:00,Monday
1503960366,81,21/3/2016,22:00,Monday
1503960366,79,21/3/2016,23:00,Monday
1503960366,47,22/3/2016,0:00,Tuesday
1503960366,47,22/3/2016,1:00,Tuesday
1503960366,47,22/3/2016,2:00,Tuesday
1503960366,47,22/3/2016,3:00,Tuesday
1503960366,47,22/3/2016,4:00,Tuesday
1503960366,47,22/3/2016,5:00,Tuesday
1503960366,47,22/3/2016,6:00,Tuesday
1503960366,47,22/3/2016,7:00,Tuesday
1503960366,50,22/3/2016,8:00,Tuesday
1503960366,135,22/3/2016,9:00,Tuesday
1503960366,90,22/3/2016,10:00,Tuesday
1503960366,76,22/3/2016,11:00,Tuesday
1503960366,78,22/3/2016,12:00,Tuesday
1503960366,95,22/3/2016,13:00,Tuesday
1503960366,134,22/3/2016,14:00,Tuesday
1503960366,80,22/3/2016,15:00,Tuesday
1503960366,71,22/3/2016,16:00,Tuesday
1503960366,107,22/3/2016,17:00,Tuesday
1503960366,109,22/3/2016,18:00,Tuesday
1503960366,120,22/3/2016,19:00,Tuesday
1503960366,83,22/3/2016,20:00,Tuesday
1503960366,74,22/3/2016,21:00,Tuesday
1503960366,265,22/3/2016,22:00,Tuesday
1503960366,71,22/3/2016,23:00,Tuesday
1503960366,53,23/3/2016,0:00,Wednesday
1503960366,53,23/3/2016,1:00,Wednesday
1503960366,54,23/3/2016,2:00,Wednesday
1503960366,47,23/3/2016,3:00,Wednesday
1503960366,47,23/3/2016,4:00,Wednesday
1503960366,48,23/3/2016,5:00,Wednesday
1503960366,48,23/3/2016,6:00,Wednesday
1503960366,56,23/3/2016,7:00,Wednesday
1503960366,89,23/3/2016,8:00,Wednesday
1503960366,133,23/3/2016,9:00,Wednesday
1503960366,85,23/3/2016,10:00,Wednesday
1503960366,83,23/3/2016,11:00,Wednesday
1503960366,81,23/3/2016,12:00,Wednesday
1503960366,114,23/3/2016,13:00,Wednesday
1503960366,176,23/3/2016,14:00,Wednesday
1503960366,71,23/3/2016,15:00,Wednesday
1503960366,81,23/3/2016,16:00,Wednesday
1503960366,78,23/3/2016,17:00,Wednesday
1503960366,70,23/3/2016,18:00,Wednesday
1503960366,183,23/3/2016,19:00,Wednesday
1503960366,113,23/3/2016,20:00,Wednesday
1503960366,57,23/3/2016,21:00,Wednesday
1503960366,65,23/3/2016,22:00,Wednesday
1503960366,81,23/3/2016,23:00,Wednesday
1503960366,82,24/3/2016,0:00,Thursday
1503960366,48,24/3/2016,1:00,Thursday
1503960366,50,24/3/2016,2:00,Thursday
1503960366,49,24/3/2016,3:00,Thursday
1503960366,47,24/3/2016,4:00,Thursday
1503960366,49,24/3/2016,5:00,Thursday
1503960366,48,24/3/2016,6:00,Thursday
1503960366,52,24/3/2016,7:00,Thursday
1503960366,100,24/3/2016,8:00,Thursday
1503960366,149,24/3/2016,9:00,Thursday
1503960366,66,24/3/2016,10:00,Thursday
1503960366,63,24/3/2016,11:00,Thursday
1503960366,115,24/3/2016,12:00,Thursday
1503960366,104,24/3/2016,13:00,Thursday
1503960366,123,24/3/2016,14:00,Thursday
1503960366,84,24/3/2016,15:00,Thursday
1503960366,84,24/3/2016,16:00,Thursday
1503960366,84,24/3/2016,17:00,Thursday
1503960366,61,24/3/2016,18:00,Thursday
1503960366,59,24/3/2016,19:00,Thursday
1503960366,225,24/3/2016,20:00,Thursday
1503960366,114,24/3/2016,21:00,Thursday
1503960366,64,24/3/2016,22:00,Thursday
1503960366,71,24/3/2016,23:00,Thursday
1503960366,53,25/3/2016,0:00,Friday
1503960366,58,25/3/2016,1:00,Friday
1503960366,49,25/3/2016,2:00,Friday
1503960366,49,25/3/2016,3:00,Friday
1503960366,48,25/3/2016,4:00,Friday
1503960366,48,25/3/2016,5:00,Friday
1503960366,48,25/3/2016,6:00,Friday
1503960366,52,25/3/2016,7:00,Friday
1503960366,90,25/3/2016,8:00,Friday
1503960366,125,25/3/2016,9:00,Friday
1503960366,76,25/3/2016,10:00,Friday
1503960366,111,25/3/2016,11:00,Friday
1503960366,61,25/3/2016,12:00,Friday
1503960366,63,25/3/2016,13:00,Friday
1503960366,77,25/3/2016,14:00,Friday
1503960366,54,25/3/2016,15:00,Friday
1503960366,82,25/3/2016,16:00,Friday
1503960366,77,25/3/2016,17:00,Friday
1503960366,70,25/3/2016,18:00,Friday
1503960366,62,25/3/2016,19:00,Friday
1503960366,171,25/3/2016,20:00,Friday
1503960366,164,25/3/2016,21:00,Friday
1503960366,69,25/3/2016,22:00,Friday
1503960366,62,25/3/2016,23:00,Friday
1503960366,53,26/3/2016,0:00,Saturday
1503960366,63,26/3/2016,1:00,Saturday
1503960366,47,26/3/2016,2:00,Saturday
1503960366,51,26/3/2016,3:00,Saturday
1503960366,48,26/3/2016,4:00,Saturday
1503960366,48,26/3/2016,5:00,Saturday
1503960366,48,26/3/2016,6:00,Saturday
1503960366,48,26/3/2016,7:00,Saturday
1503960366,48,26/3/2016,8:00,Saturday
1503960366,58,26/3/2016,9:00,Saturday
1503960366,82,26/3/2016,10:00,Saturday
1503960366,62,26/3/2016,11:00,Saturday
1503960366,69,26/3/2016,12:00,Saturday
1503960366,82,26/3/2016,13:00,Saturday
1503960366,92,26/3/2016,14:00,Saturday
1503960366,103,26/3/2016,15:00,Saturday
1503960366,304,26/3/2016,16:00,Saturday
1503960366,197,26/3/2016,17:00,Saturday
1503960366,226,26/3/2016,18:00,Saturday
1503960366,75,26/3/2016,19:00,Saturday
1503960366,71,26/3/2016,20:00,Saturday
1503960366,76,26/3/2016,21:00,Saturday
1503960366,110,26/3/2016,22:00,Saturday
1503960366,93,26/3/2016,23:00,Saturday
1503960366,52,27/3/2016,0:00,Sunday
1503960366,56,27/3/2016,1:00,Sunday
1503960366,47,27/3/2016,2:00,Sunday
1503960366,48,27/3/2016,3:00,Sunday
1503960366,47,27/3/2016,4:00,Sunday
1503960366,48,27/3/2016,5:00,Sunday
1503960366,49,27/3/2016,6:00,Sunday
1503960366,50,27/3/2016,7:00,Sunday
1503960366,48,27/3/2016,8:00,Sunday
1503960366,81,27/3/2016,9:00,Sunday
1503960366,299,27/3/2016,10:00,Sunday
1503960366,67,27/3/2016,11:00,Sunday
1503960366,61,27/3/2016,12:00,Sunday
1503960366,96,27/3/2016,13:00,Sunday
1503960366,95,27/3/2016,14:00,Sunday
1503960366,66,27/3/2016,15:00,Sunday
1503960366,61,27/3/2016,16:00,Sunday
1503960366,76,27/3/2016,17:00,Sunday
1503960366,92,27/3/2016,18:00,Sunday
1503960366,191,27/3/2016,19:00,Sunday
1503960366,84,27/3/2016,20:00,Sunday
1503960366,90,27/3/2016,21:00,Sunday
1503960366,76,27/3/2016,22:00,Sunday
1503960366,63,27/3/2016,23:00,Sunday
1503960366,63,28/3/2016,0:00,Monday
1503960366,50,28/3/2016,1:00,Monday
1503960366,47,28/3/2016,2:00,Monday
1503960366,47,28/3/2016,3:00,Monday
1503960366,47,28/3/2016,4:00,Monday
1503960366,47,28/3/2016,5:00,Monday
1503960366,47,28/3/2016,6:00,Monday
1503960366,47,28/3/2016,7:00,Monday
1503960366,55,28/3/2016,8:00,Monday
1503960366,140,28/3/2016,9:00,Monday
1503960366,68,28/3/2016,10:00,Monday
1503960366,70,28/3/2016,11:00,Monday
1503960366,69,28/3/2016,12:00,Monday
1503960366,207,28/3/2016,13:00,Monday
1503960366,105,28/3/2016,14:00,Monday
1503960366,72,28/3/2016,15:00,Monday
1503960366,68,28/3/2016,16:00,Monday
1503960366,71,28/3/2016,17:00,Monday
1503960366,78,28/3/2016,18:00,Monday
1503960366,209,28/3/2016,19:00,Monday
1503960366,99,28/3/2016,20:00,Monday
1503960366,62,28/3/2016,21:00,Monday
1503960366,69,28/3/2016,22:00,Monday
1503960366,94,28/3/2016,23:00,Monday
1503960366,51,29/3/2016,0:00,Tuesday
1503960366,68,29/3/2016,1:00,Tuesday
1503960366,50,29/3/2016,2:00,Tuesday
1503960366,48,29/3/2016,3:00,Tuesday
1503960366,47,29/3/2016,4:00,Tuesday
1503960366,49,29/3/2016,5:00,Tuesday
1503960366,49,29/3/2016,6:00,Tuesday
1503960366,52,29/3/2016,7:00,Tuesday
1503960366,65,29/3/2016,8:00,Tuesday
1503960366,132,29/3/2016,9:00,Tuesday
1503960366,84,29/3/2016,10:00,Tuesday
1503960366,102,29/3/2016,11:00,Tuesday
1503960366,62,29/3/2016,12:00,Tuesday
1503960366,113,29/3/2016,13:00,Tuesday
1503960366,65,29/3/2016,14:00,Tuesday
1503960366,79,29/3/2016,15:00,Tuesday
1503960366,80,29/3/2016,16:00,Tuesday
1503960366,74,29/3/2016,17:00,Tuesday
1503960366,90,29/3/2016,18:00,Tuesday
1503960366,82,29/3/2016,19:00,Tuesday
1503960366,214,29/3/2016,20:00,Tuesday
1503960366,105,29/3/2016,21:00,Tuesday
1503960366,47,29/3/2016,22:00,Tuesday
1503960366,79,29/3/2016,23:00,Tuesday
1503960366,47,30/3/2016,0:00,Wednesday
1503960366,47,30/3/2016,1:00,Wednesday
1503960366,47,30/3/2016,2:00,Wednesday
1503960366,47,30/3/2016,3:00,Wednesday
1503960366,47,30/3/2016,4:00,Wednesday
1503960366,47,30/3/2016,5:00,Wednesday
1503960366,47,30/3/2016,6:00,Wednesday
1503960366,47,30/3/2016,7:00,Wednesday
1503960366,49,30/3/2016,8:00,Wednesday
1503960366,117,30/3/2016,9:00,Wednesday
1503960366,74,30/3/2016,10:00,Wednesday
1503960366,78,30/3/2016,11:00,Wednesday
1503960366,152,30/3/2016,12:00,Wednesday
1503960366,59,30/3/2016,13:00,Wednesday
1503960366,77,30/3/2016,14:00,Wednesday
1503960366,71,30/3/2016,15:00,Wednesday
1503960366,62,30/3/2016,16:00,Wednesday
1503960366,58,30/3/2016,17:00,Wednesday
1503960366,175,30/3/2016,18:00,Wednesday
1503960366,128,30/3/2016,19:00,Wednesday
1503960366,120,30/3/2016,20:00,Wednesday
1503960366,94,30/3/2016,21:00,Wednesday
1503960366,55,30/3/2016,22:00,Wednesday
1503960366,74,30/3/2016,23:00,Wednesday
1503960366,65,31/3/2016,0:00,Thursday
1503960366,47,31/3/2016,1:00,Thursday
1503960366,59,31/3/2016,2:00,Thursday
1503960366,48,31/3/2016,3:00,Thursday
1503960366,48,31/3/2016,4:00,Thursday
1503960366,48,31/3/2016,5:00,Thursday
1503960366,47,31/3/2016,6:00,Thursday
1503960366,53,31/3/2016,7:00,Thursday
1503960366,63,31/3/2016,8:00,Thursday
1503960366,135,31/3/2016,9:00,Thursday
1503960366,76,31/3/2016,10:00,Thursday
1503960366,59,31/3/2016,11:00,Thursday
1503960366,74,31/3/2016,12:00,Thursday
1503960366,79,31/3/2016,13:00,Thursday
1503960366,92,31/3/2016,14:00,Thursday
1503960366,107,31/3/2016,15:00,Thursday
1503960366,65,31/3/2016,16:00,Thursday
1503960366,68,31/3/2016,17:00,Thursday
1503960366,69,31/3/2016,18:00,Thursday
1503960366,66,31/3/2016,19:00,Thursday
1503960366,124,31/3/2016,20:00,Thursday
1503960366,109,31/3/2016,21:00,Thursday
1503960366,81,31/3/2016,22:00,Thursday
1503960366,208,31/3/2016,23:00,Thursday
1503960366,57,1/4/2016,0:00,Friday
1503960366,52,1/4/2016,1:00,Friday
1503960366,53,1/4/2016,2:00,Friday
1503960366,56,1/4/2016,3:00,Friday
1503960366,47,1/4/2016,4:00,Friday
1503960366,47,1/4/2016,5:00,Friday
1503960366,47,1/4/2016,6:00,Friday
1503960366,53,1/4/2016,7:00,Friday
1503960366,71,1/4/2016,8:00,Friday
1503960366,70,1/4/2016,9:00,Friday
1503960366,60,1/4/2016,10:00,Friday
1503960366,58,1/4/2016,11:00,Friday
1503960366,55,1/4/2016,12:00,Friday
1503960366,52,1/4/2016,13:00,Friday
1503960366,68,1/4/2016,14:00,Friday
1503960366,66,1/4/2016,15:00,Friday
1503960366,76,1/4/2016,16:00,Friday
1503960366,56,1/4/2016,17:00,Friday
1503960366,65,1/4/2016,18:00,Friday
1503960366,55,1/4/2016,19:00,Friday
1503960366,172,1/4/2016,20:00,Friday
1503960366,186,1/4/2016,21:00,Friday
1503960366,224,1/4/2016,22:00,Friday
1503960366,119,1/4/2016,23:00,Friday
1503960366,69,2/4/2016,0:00,Saturday
1503960366,47,2/4/2016,1:00,Saturday
1503960366,48,2/4/2016,2:00,Saturday
1503960366,58,2/4/2016,3:00,Saturday
1503960366,48,2/4/2016,4:00,Saturday
1503960366,49,2/4/2016,5:00,Saturday
1503960366,48,2/4/2016,6:00,Saturday
1503960366,56,2/4/2016,7:00,Saturday
1503960366,52,2/4/2016,8:00,Saturday
1503960366,58,2/4/2016,9:00,Saturday
1503960366,57,2/4/2016,10:00,Saturday
1503960366,76,2/4/2016,11:00,Saturday
1503960366,55,2/4/2016,12:00,Saturday
1503960366,87,2/4/2016,13:00,Saturday
1503960366,60,2/4/2016,14:00,Saturday
1503960366,77,2/4/2016,15:00,Saturday
1503960366,95,2/4/2016,16:00,Saturday
1503960366,70,2/4/2016,17:00,Saturday
1503960366,59,2/4/2016,18:00,Saturday
1503960366,214,2/4/2016,19:00,Saturday
1503960366,142,2/4/2016,20:00,Saturday
1503960366,91,2/4/2016,21:00,Saturday
1503960366,100,2/4/2016,22:00,Saturday
1503960366,128,2/4/2016,23:00,Saturday
1503960366,70,3/4/2016,0:00,Sunday
1503960366,51,3/4/2016,1:00,Sunday
1503960366,55,3/4/2016,2:00,Sunday
1503960366,52,3/4/2016,3:00,Sunday
1503960366,49,3/4/2016,4:00,Sunday
1503960366,49,3/4/2016,5:00,Sunday
1503960366,48,3/4/2016,6:00,Sunday
1503960366,48,3/4/2016,7:00,Sunday
1503960366,48,3/4/2016,8:00,Sunday
1503960366,60,3/4/2016,9:00,Sunday
1503960366,140,3/4/2016,10:00,Sunday
1503960366,86,3/4/2016,11:00,Sunday
1503960366,96,3/4/2016,12:00,Sunday
1503960366,106,3/4/2016,13:00,Sunday
1503960366,55,3/4/2016,14:00,Sunday
1503960366,97,3/4/2016,15:00,Sunday
1503960366,62,3/4/2016,16:00,Sunday
1503960366,77,3/4/2016,17:00,Sunday
1503960366,73,3/4/2016,18:00,Sunday
1503960366,81,3/4/2016,19:00,Sunday
1503960366,79,3/4/2016,20:00,Sunday
1503960366,84,3/4/2016,21:00,Sunday
1503960366,75,3/4/2016,22:00,Sunday
1503960366,210,3/4/2016,23:00,Sunday
1503960366,63,4/4/2016,0:00,Monday
1503960366,53,4/4/2016,1:00,Monday
1503960366,52,4/4/2016,2:00,Monday
1503960366,49,4/4/2016,3:00,Monday
1503960366,47,4/4/2016,4:00,Monday
1503960366,50,4/4/2016,5:00,Monday
1503960366,48,4/4/2016,6:00,Monday
1503960366,52,4/4/2016,7:00,Monday
1503960366,83,4/4/2016,8:00,Monday
1503960366,148,4/4/2016,9:00,Monday
1503960366,79,4/4/2016,10:00,Monday
1503960366,73,4/4/2016,11:00,Monday
1503960366,147,4/4/2016,12:00,Monday
1503960366,71,4/4/2016,13:00,Monday
1503960366,83,4/4/2016,14:00,Monday
1503960366,70,4/4/2016,15:00,Monday
1503960366,67,4/4/2016,16:00,Monday
1503960366,104,4/4/2016,17:00,Monday
1503960366,127,4/4/2016,18:00,Monday
1503960366,174,4/4/2016,19:00,Monday
1503960366,133,4/4/2016,20:00,Monday
1503960366,89,4/4/2016,21:00,Monday
1503960366,66,4/4/2016,22:00,Monday
1503960366,109,4/4/2016,23:00,Monday
1503960366,73,5/4/2016,0:00,Tuesday
1503960366,55,5/4/2016,1:00,Tuesday
1503960366,71,5/4/2016,2:00,Tuesday
1503960366,52,5/4/2016,3:00,Tuesday
1503960366,47,5/4/2016,4:00,Tuesday
1503960366,48,5/4/2016,5:00,Tuesday
1503960366,48,5/4/2016,6:00,Tuesday
1503960366,50,5/4/2016,7:00,Tuesday
1503960366,66,5/4/2016,8:00,Tuesday
1503960366,141,5/4/2016,9:00,Tuesday
1503960366,73,5/4/2016,10:00,Tuesday
1503960366,74,5/4/2016,11:00,Tuesday
1503960366,71,5/4/2016,12:00,Tuesday
1503960366,178,5/4/2016,13:00,Tuesday
1503960366,131,5/4/2016,14:00,Tuesday
1503960366,107,5/4/2016,15:00,Tuesday
1503960366,85,5/4/2016,16:00,Tuesday
1503960366,89,5/4/2016,17:00,Tuesday
1503960366,136,5/4/2016,18:00,Tuesday
1503960366,83,5/4/2016,19:00,Tuesday
1503960366,161,5/4/2016,20:00,Tuesday
1503960366,82,5/4/2016,21:00,Tuesday
1503960366,65,5/4/2016,22:00,Tuesday
1503960366,95,5/4/2016,23:00,Tuesday
1503960366,61,6/4/2016,0:00,Wednesday
1503960366,53,6/4/2016,1:00,Wednesday
1503960366,52,6/4/2016,2:00,Wednesday
1503960366,47,6/4/2016,3:00,Wednesday
1503960366,47,6/4/2016,4:00,Wednesday
1503960366,47,6/4/2016,5:00,Wednesday
